Journal Name,JIF 2024
IEEE TRANSACTIONS ON SMART GRID,9.8
CIRCULATION ARRHYTHMIA AND ELECTROPHYSIOLOGY,9.8
JOURNAL OF BUSINESS RESEARCH,9.8
FOOD CHEMISTRY,9.8
DESALINATION,9.8
COMPOSITES SCIENCE AND TECHNOLOGY,9.8
JOURNAL OF ENERGY STORAGE,9.8
PROGRESS IN ENERGY,9.8
JAMA NETWORK OPEN,9.7
LEADERSHIP QUARTERLY,9.7
IEEE TRANSACTIONS ON MULTIMEDIA,9.7
ULTRASONICS SONOCHEMISTRY,9.7
HEALTH PSYCHOLOGY REVIEW,9.7
MATERIALS TODAY PHYSICS,9.7
SLEEP MEDICINE REVIEWS,9.7
ENVIRONMENT INTERNATIONAL,9.7
JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.7
SCIENCE CHINA CHEMISTRY,9.7
BRITISH JOURNAL OF DERMATOLOGY,9.6
BURNS and TRAUMA,9.6
IEEE SIGNAL PROCESSING MAGAZINE,9.6
DIALOGUES IN HUMAN GEOGRAPHY,9.6
SUSTAINABLE PRODUCTION AND CONSUMPTION,9.6
AMERICAN JOURNAL OF PUBLIC HEALTH,9.6
GLOBAL FOOD SECURITY AGRICULTURE POLICY ECONOMICS AND ENVIRONMENT,9.6
ACTA BIOMATERIALIA,9.6
JOURNAL OF MATERIOMICS,9.6
REVIEW OF MANAGERIAL SCIENCE,9.6
BIOMATERIALS RESEARCH,9.6
ADVANCED HEALTHCARE MATERIALS,9.6
CELL DEATH and DISEASE,9.6
CLINICAL NUCLEAR MEDICINE,9.6
COMMUNICATIONS MATERIALS,9.6
ENERGY AND AI,9.6
ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,9.6
ANNUAL REVIEW OF POLITICAL SCIENCE,9.5
OPHTHALMOLOGY,9.5
JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,9.5
JOURNAL OF FINANCE,9.5
ACM TRANSACTIONS ON GRAPHICS,9.5
EUROINTERVENTION,9.5
JOURNAL OF KNOWLEDGE MANAGEMENT,9.5
SCIENCE CHINA LIFE SCIENCES,9.5
JOURNAL OF MATERIALS CHEMISTRY A,9.5
ENERGY NEXUS,9.5
CORROSION COMMUNICATIONS,9.5
ADVANCED MEMBRANES,9.5
JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,9.4
JOURNAL OF PHYSIOTHERAPY,9.4
GENOME BIOLOGY,9.4
SPORTS MEDICINE,9.4
INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,9.4
BRITISH ACCOUNTING REVIEW,9.4
JOURNAL OF THE NATIONAL CANCER CENTER,9.4
COCHRANE DATABASE OF SYSTEMATIC REVIEWS,9.4
CURRENT OPINION IN GREEN AND SUSTAINABLE CHEMISTRY,9.4
ENERGY,9.4
GENES and DISEASES,9.4
ACTA NEUROPATHOLOGICA,9.3
EUROPEAN UROLOGY ONCOLOGY,9.3
CRITICAL CARE,9.3
JOURNAL OF INTEGRATIVE PLANT BIOLOGY,9.3
ACTA MATERIALIA,9.3
INTERNATIONAL JOURNAL OF COMPUTER VISION,9.3
FOUNDATIONS AND TRENDS IN COMPUTER GRAPHICS AND VISION,9.3
PROGRESS IN ELECTROMAGNETICS RESEARCH PIER,9.3
JAMA OPHTHALMOLOGY,9.2
BRITISH JOURNAL OF ANAESTHESIA,9.2
IEEE TRANSACTIONS ON MOBILE COMPUTING,9.2
LANDSCAPE AND URBAN PLANNING,9.2
NPJ BIOFILMS AND MICROBIOMES,9.2
ANGIOGENESIS,9.2
ENERGY POLICY,9.2
JOURNAL OF INTERNAL MEDICINE,9.2
CCS CHEMISTRY,9.2
ARCHIVOS DE BRONCONEUMOLOGIA,9.2
SUSTAINABLE MATERIALS AND TECHNOLOGIES,9.2
GREEN CHEMISTRY,9.2
SEMINARS IN IMMUNOPATHOLOGY,9.2
ADVANCES IN NUTRITION,9.2
COLLAGEN AND LEATHER,9.2
ANESTHESIOLOGY,9.1
JOURNAL OF NUCLEAR MEDICINE,9.1
GLOBAL ENVIRONMENTAL CHANGE HUMAN AND POLICY DIMENSIONS,9.1
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,9.1
ACM TRANSACTIONS ON INFORMATION SYSTEMS,9.1
JOURNAL OF CACHEXIA SARCOPENIA AND MUSCLE,9.1
CURRENT ENVIRONMENTAL HEALTH REPORTS,9.1
LIVER CANCER,9.1
PSYCHOLOGY and MARKETING,9.1
CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,9.1
COMPUTERS IN INDUSTRY,9.1
COMPUTER AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,9.1
CURRENT OPINION IN FOOD SCIENCE,9.1
NANO LETTERS,9.1
RENEWABLE ENERGY,9.1
ACS SENSORS,9.1
DROPLET,9.1
SMALL METHODS,9.1
ANNUAL REVIEW OF SOCIOLOGY,9
TRENDS IN CARDIOVASCULAR MEDICINE,9
OSTEOARTHRITIS AND CARTILAGE,9
MANAGEMENT REVIEW QUARTERLY,9
PHYSICAL REVIEW LETTERS,9
BIOLOGICAL PSYCHIATRY,9
ALCOHOL RESEARCH CURRENT REVIEWS,9
INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,9
JOURNAL OF TRAVEL and TOURISM MARKETING,9
HUMAN RESOURCE MANAGEMENT,9
CELL GENOMICS,9
JOURNAL OF MANAGEMENT,9
BIORESOURCE TECHNOLOGY,9
JOURNAL OF MEMBRANE SCIENCE,9
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,9
NANO RESEARCH,9
LEARNING AND INDIVIDUAL DIFFERENCES,9
SEPARATION AND PURIFICATION TECHNOLOGY,9
ACS MEASUREMENT SCIENCE AU,9
CLEANER MATERIALS,9
MICROSTRUCTURES,9
SOFT SCIENCE,9
COMPUTERS IN HUMAN BEHAVIOR,8.9
GEOSCIENCE FRONTIERS,8.9
STROKE,8.9
IEEE INTERNET OF THINGS JOURNAL,8.9
IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,8.9
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,8.9
ECONOMIC GEOGRAPHY,8.9
COMPUTERS AND ELECTRONICS IN AGRICULTURE,8.9
JOURNAL OF PHARMACEUTICAL ANALYSIS,8.9
COMMUNICATIONS EARTH and ENVIRONMENT,8.9
CHINESE CHEMICAL LETTERS,8.9
JOURNAL OF BUSINESS VENTURING,8.9
COMPOSITES PART A APPLIED SCIENCE AND MANUFACTURING,8.9
CHINESE HERBAL MEDICINES,8.9
DIALOGUES IN CLINICAL NEUROSCIENCE,8.9
CELL COMMUNICATION AND SIGNALING,8.9
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,8.9
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,8.8
BJS BRITISH JOURNAL OF SURGERY,8.8
EDUCATIONAL PSYCHOLOGY REVIEW,8.8
JOURNAL OF ECONOMIC PERSPECTIVES,8.8
NPJ URBAN SUSTAINABILITY,8.8
TRANSPORTATION RESEARCH PART E LOGISTICS AND TRANSPORTATION REVIEW,8.8
JOURNAL OF WORLD BUSINESS,8.8
VIRTUAL AND PHYSICAL PROTOTYPING,8.8
NPJ 2D MATERIALS AND APPLICATIONS,8.8
ENVIRONMENTAL SCIENCE and TECHNOLOGY LETTERS,8.8
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,8.8
TOPICS IN CURRENT CHEMISTRY,8.8
ANNUAL REVIEW OF ANIMAL BIOSCIENCES,8.7
ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION,8.7
ECONOMIC ANALYSIS AND POLICY,8.7
NATURE MENTAL HEALTH,8.7
DEVELOPMENTAL CELL,8.7
MACHINE INTELLIGENCE RESEARCH,8.7
JOURNAL OF PURCHASING AND SUPPLY MANAGEMENT,8.7
JOURNAL OF CROHNS and COLITIS,8.7
IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS SYSTEMS,8.7
INTERNATIONAL JOURNAL OF COAL SCIENCE and TECHNOLOGY,8.7
INTERNATIONAL JOURNAL OF STROKE,8.7
WATER CYCLE,8.7
JACS AU,8.7
ACS MATERIALS LETTERS,8.7
CANCER AND METASTASIS REVIEWS,8.7
APPLIED SURFACE SCIENCE ADVANCES,8.7
SURFACE SCIENCE REPORTS,8.7
UKRAINIAN JOURNAL OF PHYSICAL OPTICS,8.6
GONDWANA RESEARCH,8.6
CHEST,8.6
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,8.6
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,8.6
JOURNAL OF STROKE,8.6
INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,8.6
JOURNAL OF SERVICE RESEARCH,8.6
MATERIALS TODAY ENERGY,8.6
ANNUAL REVIEW OF GENETICS,8.6
JOURNAL OF ROAD ENGINEERING,8.6
NEUROLOGY,8.5
OPTICA,8.5
CLINICAL MICROBIOLOGY AND INFECTION,8.5
HORTICULTURE RESEARCH,8.5
SWARM AND EVOLUTIONARY COMPUTATION,8.5
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,8.5
CORROSION SCIENCE,8.5
MEDICAL JOURNAL OF AUSTRALIA,8.5
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,8.5
DIABETES and METABOLISM JOURNAL,8.5
INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,8.5
TRANSACTIONS OF TIANJIN UNIVERSITY,8.5
VIEW,8.5
PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,8.4
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,8.4
FARMING SYSTEM,8.4
CIRCULATION HEART FAILURE,8.4
REVIEW OF FINANCE,8.4
ENGINEERING GEOLOGY,8.4
NPJ CLIMATE AND ATMOSPHERIC SCIENCE,8.4
BRAIN STIMULATION,8.4
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,8.4
SUPPLY CHAIN MANAGEMENT AN INTERNATIONAL JOURNAL,8.4
JOURNAL OF ENVIRONMENTAL MANAGEMENT,8.4
ANNUAL REVIEW OF RESOURCE ECONOMICS,8.4
ACTA PHARMACOLOGICA SINICA,8.4
COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,8.4
JOURNAL OF PHYSICS PHOTONICS,8.4
JOURNAL OF CO2 UTILIZATION,8.4
ANNUAL REVIEW OF NUCLEAR AND PARTICLE SCIENCE,8.4
CANCER BIOLOGY and MEDICINE,8.4
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,8.4
INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,8.3
TELEMATICS AND INFORMATICS,8.3
PHYTOMEDICINE,8.3
BMC MEDICINE,8.3
EMBO MOLECULAR MEDICINE,8.3
UNDERGROUND SPACE,8.3
IEEE TRANSACTIONS ON COMMUNICATIONS,8.3
INFORMATION SYSTEMS FRONTIERS,8.3
NPJ QUANTUM INFORMATION,8.3
IEEE TRANSACTIONS ON TRANSPORTATION ELECTRIFICATION,8.3
ANNUAL REVIEW OF VIROLOGY,8.3
EMBO JOURNAL,8.3
COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,8.3
ESMO OPEN,8.3
AUTOIMMUNITY REVIEWS,8.3
BIOCHIMICA ET BIOPHYSICA ACTA REVIEWS ON CANCER,8.3
NPG ASIA MATERIALS,8.3
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,8.3
SMALL SCIENCE,8.3
IMMUNOLOGICAL REVIEWS,8.3
PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS,8.3
AMERICAN JOURNAL OF KIDNEY DISEASES,8.2
AMERICAN JOURNAL OF TRANSPLANTATION,8.2
INFORMATION and MANAGEMENT,8.2
JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT and ACCOUNTING,8.2
PARTICLE AND FIBRE TOXICOLOGY,8.2
ENVIRONMENTAL CHEMISTRY AND ECOTOXICOLOGY,8.2
NPJ PARKINSONS DISEASE,8.2
SUSTAINABLE DEVELOPMENT,8.2
IEEE COMMUNICATIONS MAGAZINE,8.2
HYPERTENSION,8.2
CANCER IMMUNOLOGY RESEARCH,8.2
JOURNAL OF CARDIAC FAILURE,8.2
EARTHS FUTURE,8.2
FREE RADICAL BIOLOGY AND MEDICINE,8.2
FRICTION,8.2
IEEE OPEN JOURNAL OF THE COMPUTER SOCIETY,8.2
DEVELOPMENTS IN THE BUILT ENVIRONMENT,8.2
WATER RESEARCH X,8.2
FOOD CHEMISTRY X,8.2
ACS APPLIED MATERIALS and INTERFACES,8.2
FUTURE FOODS,8.2
MATERIALS TODAY NANO,8.2
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,8.2
WILEY INTERDISCIPLINARY REVIEWS NANOMEDICINE AND NANOBIOTECHNOLOGY,8.2
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,8.1
HEALTH AFFAIRS,8.1
JOURNAL OF STATISTICAL SOFTWARE,8.1
LANCET REGIONAL HEALTH WESTERN PACIFIC,8.1
AMERICAN JOURNAL OF HUMAN GENETICS,8.1
DRUG DELIVERY,8.1
NEW PHYTOLOGIST,8.1
DIAGNOSTIC AND INTERVENTIONAL IMAGING,8.1
TUMOUR VIRUS RESEARCH,8.1
CURRENT POLLUTION REPORTS,8.1
MOLECULAR HORTICULTURE,8.1
ADOLESCENT RESEARCH REVIEW,8.1
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH PART B CRITICAL REVIEWS,8.1
APOPTOSIS,8.1
REGENERATIVE BIOMATERIALS,8.1
EES CATALYSIS,8.1
JOURNAL OF HAZARDOUS MATERIALS LETTERS,8.1
INTERNATIONAL JOURNAL OF STEM EDUCATION,8
INVESTIGATIVE RADIOLOGY,8
BASIC RESEARCH IN CARDIOLOGY,8
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,8
IEEE TRANSACTIONS ON INFORMATION FORENSICS AND SECURITY,8
PETROLEUM EXPLORATION AND DEVELOPMENT,8
RESEARCH POLICY,8
REVIEWS IN ENDOCRINE and METABOLIC DISORDERS,8
ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,8
NPJ PRECISION ONCOLOGY,8
GEOGRAPHY AND SUSTAINABILITY,8
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,8
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,8
FOOD RESEARCH INTERNATIONAL,8
SCIENCE OF THE TOTAL ENVIRONMENT,8
BIOFABRICATION,8
CONSTRUCTION AND BUILDING MATERIALS,8
MATERIALS TODAY ADVANCES,8
ACM TRANSACTIONS ON COMPUTING FOR HEALTHCARE,8
DEVICE,8
IEEE TRANSACTIONS ON NETWORK SCIENCE AND ENGINEERING,7.9
GENOMICS PROTEOMICS and BIOINFORMATICS,7.9
RESULTS IN ENGINEERING,7.9
TOURISM REVIEW,7.9
ECOLOGY LETTERS,7.9
JOURNAL OF HEADACHE AND PAIN,7.9
HAEMATOLOGICA,7.9
BREAST,7.9
JOURNAL OF SERVICE MANAGEMENT,7.9
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,7.9
MATERIALS RESEARCH LETTERS,7.9
TRANSPORTATION RESEARCH PART C EMERGING TECHNOLOGIES,7.9
MATERIALS and DESIGN,7.9
ENTREPRENEURSHIP THEORY AND PRACTICE,7.9
MATERIALS TODAY SUSTAINABILITY,7.9
JOURNAL OF POWER SOURCES,7.9
JOURNAL OF NANOSTRUCTURE IN CHEMISTRY,7.9
JOURNAL OF OBESITY and METABOLIC SYNDROME,7.9
ANNUAL REVIEW OF GENOMICS AND HUMAN GENETICS,7.9
JOURNAL OF ORTHOPAEDIC TRANSLATION,7.8
EUROPEAN REVIEW OF SOCIAL PSYCHOLOGY,7.8
ANNALS OF TOURISM RESEARCH,7.8
PSYCHOLOGICAL METHODS,7.8
EUROSURVEILLANCE,7.8
JOURNAL OF MIXED METHODS RESEARCH,7.8
JPAD JOURNAL OF PREVENTION OF ALZHEIMERS DISEASE,7.8
JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,7.8
RESOURCES ENVIRONMENT AND SUSTAINABILITY,7.8
FORTSCHRITTE DER PHYSIK PROGRESS OF PHYSICS,7.8
JOURNAL OF INTERACTIVE MARKETING,7.8
JOURNAL OF SUSTAINABLE TOURISM,7.8
NPJ SCIENCE OF FOOD,7.8
JOURNAL OF INTELLIGENT AND CONNECTED VEHICLES,7.8
HEPATOBILIARY SURGERY AND NUTRITION,7.8
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.8
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,7.8
SEMINARS IN IMMUNOLOGY,7.8
HARVARD BUSINESS REVIEW,7.8
ANNALS OF NEUROLOGY,7.7
THORAX,7.7
PLOS DIGITAL HEALTH,7.7
JACC CLINICAL ELECTROPHYSIOLOGY,7.7
ENVIRONMENTAL RESEARCH,7.7
BRIEFINGS IN BIOINFORMATICS,7.7
BRITISH JOURNAL OF PHARMACOLOGY,7.7
SENSORS AND ACTUATORS B CHEMICAL,7.7
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,7.7
MOLECULAR SYSTEMS BIOLOGY,7.7
TRANSPORTATION RESEARCH PART D TRANSPORT AND ENVIRONMENT,7.7
GENES and DEVELOPMENT,7.7
CELL SYSTEMS,7.7
NEOPLASIA,7.7
PLANT NANO BIOLOGY,7.7
CLINICAL SCIENCE,7.7
COMPOSITES COMMUNICATIONS,7.7
BME FRONTIERS,7.7
FUEL PROCESSING TECHNOLOGY,7.7
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC,7.7
JOURNAL OF HAZARDOUS MATERIALS ADVANCES,7.7
CRITICAL REVIEWS IN BIOTECHNOLOGY,7.7
FRONTIERS OF ENGINEERING MANAGEMENT,7.7
ACS ENVIRONMENTAL AU,7.7
PROGRESS IN BIOMEDICAL ENGINEERING,7.7
LANCET REGIONAL HEALTH AMERICAS,7.6
CHINA FINANCE REVIEW INTERNATIONAL,7.6
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,7.6
ALZHEIMERS RESEARCH and THERAPY,7.6
ORGANIZATIONAL RESEARCH METHODS,7.6
BRITISH JOURNAL OF PSYCHIATRY,7.6
BRAIN BEHAVIOR AND IMMUNITY,7.6
BIOSCIENCE,7.6
MOVEMENT DISORDERS,7.6
AMERICAN JOURNAL OF GASTROENTEROLOGY,7.6
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,7.6
PHYTOCHEMISTRY REVIEWS,7.6
PATTERN RECOGNITION,7.6
BMJ EVIDENCE BASED MEDICINE,7.6
NPJ BREAST CANCER,7.6
FOOD ENGINEERING REVIEWS,7.6
SCIENCE CHINA INFORMATION SCIENCES,7.6
INTERNET OF THINGS,7.6
INTERNATIONAL JOURNAL OF CONSUMER STUDIES,7.6
ENERGY CONVERSION AND MANAGEMENT X,7.6
KNOWLEDGE BASED SYSTEMS,7.6
MUCOSAL IMMUNOLOGY,7.6
SENSORS AND ACTUATORS REPORTS,7.6
BIO DESIGN AND MANUFACTURING,7.6
PROGRESS IN CARDIOVASCULAR DISEASES,7.6
PROGRESS IN PHOTOVOLTAICS,7.6
BUILDING AND ENVIRONMENT,7.6
GREEN CHEMICAL ENGINEERING,7.6
NPJ MATERIALS DEGRADATION,7.6
ANIMAL NUTRITION,7.5
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,7.5
NEUROLOGY NEUROIMMUNOLOGY and NEUROINFLAMMATION,7.5
IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,7.5
INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,7.5
EMERGING MICROBES and INFECTIONS,7.5
EUROPEAN JOURNAL OF PREVENTIVE CARDIOLOGY,7.5
ECOLOGICAL MONOGRAPHS,7.5
JHEP REPORTS,7.5
SCIENCE CHINA PHYSICS MECHANICS and ASTRONOMY,7.5
ANNUAL REVIEW OF ANALYTICAL CHEMISTRY,7.5
DIGITAL COMMUNICATIONS AND NETWORKS,7.5
INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,7.5
INDUSTRIAL MARKETING MANAGEMENT,7.5
JOURNAL OF TRANSLATIONAL MEDICINE,7.5
BIOMEDICINE and PHARMACOTHERAPY,7.5
GASTROINTESTINAL ENDOSCOPY,7.5
CURRENT BIOLOGY,7.5
DIABETES,7.5
EXPERT SYSTEMS WITH APPLICATIONS,7.5
ARCHIVES OF PHARMACAL RESEARCH,7.5
INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,7.5
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,7.5
WATER RESOURCES AND INDUSTRY,7.5
FUEL,7.5
DRUG DISCOVERY TODAY,7.5
CARBON RESOURCES CONVERSION,7.5
CURRENT OPINION IN PLANT BIOLOGY,7.5
CURRENT OPINION IN MICROBIOLOGY,7.5
CHEMICAL RECORD,7.5
REVIEW OF EDUCATIONAL RESEARCH,7.4
INTERNATIONAL JOURNAL OF MANAGEMENT EDUCATION,7.4
JOURNAL OF DESTINATION MARKETING and MANAGEMENT,7.4
INFORMATION PROCESSING IN AGRICULTURE,7.4
JOURNAL OF BUSINESS LOGISTICS,7.4
EUROPACE,7.4
FOOD SCIENCE AND HUMAN WELLNESS,7.4
SERVICE INDUSTRIES JOURNAL,7.4
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,7.4
CELLULAR AND MOLECULAR GASTROENTEROLOGY AND HEPATOLOGY,7.4
INTERNATIONAL JOURNAL OF OPERATIONS and PRODUCTION MANAGEMENT,7.4
ECOLOGICAL INDICATORS,7.4
CIRCULATION CARDIOVASCULAR INTERVENTIONS,7.4
CNS DRUGS,7.4
CLINICAL NUTRITION,7.4
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,7.4
DIABETES RESEARCH AND CLINICAL PRACTICE,7.4
JOURNAL OF BUILDING ENGINEERING,7.4
POLYMER DEGRADATION AND STABILITY,7.4
ENERGY RESEARCH and SOCIAL SCIENCE,7.4
PATTERNS,7.4
OBESITY REVIEWS,7.4
CHEMICAL SCIENCE,7.4
JOURNAL OF TRANSLATIONAL INTERNAL MEDICINE,7.4
AMYLOID JOURNAL OF PROTEIN FOLDING DISORDERS,7.4
REDOX REPORT,7.4
SCIENCE CHINA MATERIALS,7.4
SPACE SCIENCE REVIEWS,7.4
JOURNAL OF INTELLIGENT MANUFACTURING,7.4
FUZZY OPTIMIZATION AND DECISION MAKING,7.4
MATERIALS TODAY ELECTRONICS,7.4
RIVISTA DEL NUOVO CIMENTO,7.4
PERSOONIA,7.3
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,7.3
BOTTOM LINE,7.3
CLINICAL INFECTIOUS DISEASES,7.3
ECOLOGICAL INFORMATICS,7.3
EUROPEAN MANAGEMENT JOURNAL,7.3
MABS,7.3
INTERNATIONAL SOIL AND WATER CONSERVATION RESEARCH,7.3
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION and LOGISTICS MANAGEMENT,7.3
ONCOGENE,7.3
IEEE ASME TRANSACTIONS ON MECHATRONICS,7.3
NEW TECHNOLOGY WORK AND EMPLOYMENT,7.3
ENVIRONMENTAL POLLUTION,7.3
CALIFORNIA MANAGEMENT REVIEW,7.3
PEDOSPHERE,7.3
STEM CELL RESEARCH and THERAPY,7.3
CHINESE MEDICAL JOURNAL,7.3
CELL REPORTS PHYSICAL SCIENCE,7.3
ACS SUSTAINABLE CHEMISTRY and ENGINEERING,7.3
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,7.3
PROGRESS IN ORGANIC COATINGS,7.3
CAAI TRANSACTIONS ON INTELLIGENCE TECHNOLOGY,7.3
ORGANIZATION and ENVIRONMENT,7.3
PULSE,7.3
AMERICAN PSYCHOLOGIST,7.2
CURRENT FORESTRY REPORTS,7.2
FINANCIAL INNOVATION,7.2
PHOTONICS RESEARCH,7.2
JACC BASIC TO TRANSLATIONAL SCIENCE,7.2
JNCI JOURNAL OF THE NATIONAL CANCER INSTITUTE,7.2
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,7.2
EARTH SYSTEM DYNAMICS,7.2
PLOS BIOLOGY,7.2
IEEE TRANSACTIONS ON POWER SYSTEMS,7.2
ADVANCED OPTICAL MATERIALS,7.2
OMEGA INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,7.2
INTERNATIONAL JOURNAL OF MINERALS METALLURGY AND MATERIALS,7.2
CELL CHEMICAL BIOLOGY,7.2
STRATEGIC MANAGEMENT JOURNAL,7.2
IEEE VEHICULAR TECHNOLOGY MAGAZINE,7.2
SUSTAINABILITY ACCOUNTING MANAGEMENT AND POLICY JOURNAL,7.2
JOURNAL OF FUTURE FOODS,7.2
DIGITAL BUSINESS,7.2
JOURNAL OF RARE EARTHS,7.2
JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,7.2
PROGRESS IN SURFACE SCIENCE,7.2
JOURNAL OF CONSUMER SCIENCES,7.2
INTERNATIONAL JOURNAL OF NURSING STUDIES,7.1
ECONOMETRICA,7.1
CLINICAL JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,7.1
INTERNATIONAL JOURNAL OF FORECASTING,7.1
BORSA ISTANBUL REVIEW,7.1
INTERNATIONAL ENDODONTIC JOURNAL,7.1
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,7.1
CAMPBELL SYSTEMATIC REVIEWS,7.1
BLOOD ADVANCES,7.1
NEUROPSYCHOPHARMACOLOGY,7.1
DEUTSCHES ARZTEBLATT INTERNATIONAL,7.1
EUROPEAN JOURNAL OF CANCER,7.1
AGING CELL,7.1
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,7.1
ORGANIZATIONAL PSYCHOLOGY REVIEW,7.1
AGE AND AGEING,7.1
COMPOSITE STRUCTURES,7.1
SURVEYS IN GEOPHYSICS,7.1
ENVIRONMENTAL TECHNOLOGY and INNOVATION,7.1
ENERGY AND BUILDINGS,7.1
JOURNAL OF GENETICS AND GENOMICS,7.1
WASTE MANAGEMENT,7.1
INTERNATIONAL JOURNAL OF GEO ENGINEERING,7.1
CHIP,7.1
IEEE ROBOTICS and AUTOMATION MAGAZINE,7.1
PROGRESS IN NATURAL SCIENCE MATERIALS INTERNATIONAL,7.1
ACTA ECOLOGICA SINICA,7.1
CHEMICAL ENGINEERING JOURNAL ADVANCES,7.1
FERTILITY AND STERILITY,7
JOURNAL OF TRAVEL RESEARCH,7
JOURNAL OF ADVERTISING,7
INFORMATION TECHNOLOGY and TOURISM,7
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,7
CIRCULATION CARDIOVASCULAR IMAGING,7
IEEE TRANSACTIONS ON COGNITIVE COMMUNICATIONS AND NETWORKING,7
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,7
HABITAT INTERNATIONAL,7
JOURNAL OF AUTOIMMUNITY,7
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,7
ROCK MECHANICS BULLETIN,7
LANDSLIDES,7
ECONOMETRICS JOURNAL,7
ASIAN ECONOMIC POLICY REVIEW,7
JOURNAL OF TISSUE ENGINEERING,7
CURRENT RESEARCH IN FOOD SCIENCE,7
CURRENT OPINION IN STRUCTURAL BIOLOGY,7
BUSINESS HORIZONS,7
